"Hour","Temp_degC","Relative_humidity_p","Solar_radiation_wattsperm2","Rainfall_mm","Date","Station","Latitude","Longitude","Data_source"
"6","-7.6","84","0","0.0",2015-01-07,"DCHI",39.73,-75.52,"DEOS"
"7","-6.1","70","3","0.0",2015-01-07,"DCHI",39.73,-75.52,"DEOS"
"8","-6.3","68","35","0.0",2015-01-07,"DCHI",39.73,-75.52,"DEOS"
"9","-6.3","71","103","0.0",2015-01-07,"DCHI",39.73,-75.52,"DEOS"
"10","-5.9","55","237","0.0",2015-01-07,"DCHI",39.73,-75.52,"DEOS"
"11","-5.6","41","512","0.0",2015-01-07,"DCHI",39.73,-75.52,"DEOS"
"12","-5.7","44","418","0.0",2015-01-07,"DCHI",39.73,-75.52,"DEOS"
"13","-6.1","43","259","0.0",2015-01-07,"DCHI",39.73,-75.52,"DEOS"
"14","-6.2","41","339","0.0",2015-01-07,"DCHI",39.73,-75.52,"DEOS"
"15","-6.0","35","186","0.0",2015-01-07,"DCHI",39.73,-75.52,"DEOS"
"16","-7.2","47","18","0.0",2015-01-07,"DCHI",39.73,-75.52,"DEOS"
"17","-7.8","50","0","0.0",2015-01-07,"DCHI",39.73,-75.52,"DEOS"
"18","-8.3","42","0","0.0",2015-01-07,"DCHI",39.73,-75.52,"DEOS"
"19","-8.9","33","0","0.0",2015-01-07,"DCHI",39.73,-75.52,"DEOS"
"20","-9.4","33","0","0.0",2015-01-07,"DCHI",39.73,-75.52,"DEOS"
"21","-10.1","34","0","0.0",2015-01-07,"DCHI",39.73,-75.52,"DEOS"
"22","-10.7","36","0","0.0",2015-01-07,"DCHI",39.73,-75.52,"DEOS"
"23","-11.2","36","0","0.0",2015-01-07,"DCHI",39.73,-75.52,"DEOS"
"0","-11.9","35","0","0.0",2015-01-08,"DCHI",39.73,-75.52,"DEOS"
"1","-12.3","37","0","0.0",2015-01-08,"DCHI",39.73,-75.52,"DEOS"
"2","-12.5","40","0","0.0",2015-01-08,"DCHI",39.73,-75.52,"DEOS"
"3","-12.8","45","0","0.0",2015-01-08,"DCHI",39.73,-75.52,"DEOS"
"4","-13.2","50","0","0.0",2015-01-08,"DCHI",39.73,-75.52,"DEOS"
"5","-13.3","54","0","0.0",2015-01-08,"DCHI",39.73,-75.52,"DEOS"
"6","-13.4","56","0","0.0",2015-01-08,"DCHI",39.73,-75.52,"DEOS"
"7","-13.3","55","17","0.0",2015-01-08,"DCHI",39.73,-75.52,"DEOS"
"8","-12.1","49","148","0.0",2015-01-08,"DCHI",39.73,-75.52,"DEOS"
"9","-11.2","45","294","0.0",2015-01-08,"DCHI",39.73,-75.52,"DEOS"
"10","-10.5","43","407","0.0",2015-01-08,"DCHI",39.73,-75.52,"DEOS"
"11","-10.0","42","471","0.0",2015-01-08,"DCHI",39.73,-75.52,"DEOS"
"12","-9.3","40","479","0.0",2015-01-08,"DCHI",39.73,-75.52,"DEOS"
"13","-8.8","37","431","0.0",2015-01-08,"DCHI",39.73,-75.52,"DEOS"
"14","-8.7","36","284","0.0",2015-01-08,"DCHI",39.73,-75.52,"DEOS"
"15","-8.7","36","176","0.0",2015-01-08,"DCHI",39.73,-75.52,"DEOS"
"16","-8.7","38","35","0.0",2015-01-08,"DCHI",39.73,-75.52,"DEOS"
"17","-9.2","42","0","0.0",2015-01-08,"DCHI",39.73,-75.52,"DEOS"
"18","-9.3","46","0","0.0",2015-01-08,"DCHI",39.73,-75.52,"DEOS"
"19","-9.3","50","0","0.0",2015-01-08,"DCHI",39.73,-75.52,"DEOS"
"20","-8.9","52","0","0.0",2015-01-08,"DCHI",39.73,-75.52,"DEOS"
